"Type","Accession","Trait","root_path","full_path"
Immune_Cell,GCST90001431,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_41_32929287-GCST90001431-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001800,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_410_32929287-GCST90001800-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001801,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_411_32929287-GCST90001801-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001802,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_412_32929287-GCST90001802-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001803,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_413_32929287-GCST90001803-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001804,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_414_32929287-GCST90001804-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001805,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_415_32929287-GCST90001805-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001806,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_416_32929287-GCST90001806-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001807,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_417_32929287-GCST90001807-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001808,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_418_32929287-GCST90001808-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001809,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_419_32929287-GCST90001809-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001432,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_42_32929287-GCST90001432-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001810,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_420_32929287-GCST90001810-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001811,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_421_32929287-GCST90001811-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001812,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_422_32929287-GCST90001812-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001813,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_423_32929287-GCST90001813-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001814,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_424_32929287-GCST90001814-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001815,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_425_32929287-GCST90001815-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001816,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_426_32929287-GCST90001816-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001817,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_427_32929287-GCST90001817-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001818,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_428_32929287-GCST90001818-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001819,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_429_32929287-GCST90001819-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001433,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_43_32929287-GCST90001433-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001820,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_430_32929287-GCST90001820-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001821,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_431_32929287-GCST90001821-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001822,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_432_32929287-GCST90001822-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001823,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_433_32929287-GCST90001823-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001824,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_434_32929287-GCST90001824-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001825,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_435_32929287-GCST90001825-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001826,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_436_32929287-GCST90001826-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001827,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_437_32929287-GCST90001827-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001828,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_438_32929287-GCST90001828-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001829,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_439_32929287-GCST90001829-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001434,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_44_32929287-GCST90001434-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001830,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_440_32929287-GCST90001830-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001831,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_441_32929287-GCST90001831-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001832,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_442_32929287-GCST90001832-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001833,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_443_32929287-GCST90001833-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001834,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_444_32929287-GCST90001834-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001835,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_445_32929287-GCST90001835-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001836,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_446_32929287-GCST90001836-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001837,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_447_32929287-GCST90001837-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001838,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_448_32929287-GCST90001838-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001839,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_449_32929287-GCST90001839-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001435,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_45_32929287-GCST90001435-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001840,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_450_32929287-GCST90001840-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001841,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_451_32929287-GCST90001841-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001842,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_452_32929287-GCST90001842-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001843,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_453_32929287-GCST90001843-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001844,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_454_32929287-GCST90001844-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001845,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_455_32929287-GCST90001845-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001846,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_456_32929287-GCST90001846-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001847,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_457_32929287-GCST90001847-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001848,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_458_32929287-GCST90001848-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001849,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_459_32929287-GCST90001849-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001436,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_46_32929287-GCST90001436-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001850,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_460_32929287-GCST90001850-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001851,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_461_32929287-GCST90001851-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001852,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_462_32929287-GCST90001852-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001853,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_463_32929287-GCST90001853-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001854,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_464_32929287-GCST90001854-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001855,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_465_32929287-GCST90001855-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001856,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_466_32929287-GCST90001856-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001857,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_467_32929287-GCST90001857-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001858,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_468_32929287-GCST90001858-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001859,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_469_32929287-GCST90001859-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001437,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_47_32929287-GCST90001437-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001860,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_470_32929287-GCST90001860-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001861,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_471_32929287-GCST90001861-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001862,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_472_32929287-GCST90001862-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001863,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_473_32929287-GCST90001863-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001864,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_474_32929287-GCST90001864-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001865,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_475_32929287-GCST90001865-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001866,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_476_32929287-GCST90001866-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001867,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_477_32929287-GCST90001867-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001868,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_478_32929287-GCST90001868-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001869,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_479_32929287-GCST90001869-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001438,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_48_32929287-GCST90001438-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001870,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_480_32929287-GCST90001870-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001871,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_481_32929287-GCST90001871-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001872,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_482_32929287-GCST90001872-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001873,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_483_32929287-GCST90001873-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001874,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_484_32929287-GCST90001874-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001875,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_485_32929287-GCST90001875-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001876,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_486_32929287-GCST90001876-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001877,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_487_32929287-GCST90001877-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001878,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_488_32929287-GCST90001878-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001879,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_489_32929287-GCST90001879-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001439,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_49_32929287-GCST90001439-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001880,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_490_32929287-GCST90001880-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001881,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_491_32929287-GCST90001881-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001882,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_492_32929287-GCST90001882-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001883,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_493_32929287-GCST90001883-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001884,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_494_32929287-GCST90001884-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001885,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_495_32929287-GCST90001885-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001886,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_496_32929287-GCST90001886-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001887,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_497_32929287-GCST90001887-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001888,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_498_32929287-GCST90001888-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001889,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_499_32929287-GCST90001889-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001395,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_5_32929287-GCST90001395-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001440,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_50_32929287-GCST90001440-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001890,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_500_32929287-GCST90001890-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001891,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_501_32929287-GCST90001891-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001892,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_502_32929287-GCST90001892-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001893,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_503_32929287-GCST90001893-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001894,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_504_32929287-GCST90001894-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001895,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_505_32929287-GCST90001895-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001896,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_506_32929287-GCST90001896-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001897,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_507_32929287-GCST90001897-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001898,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_508_32929287-GCST90001898-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001899,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_509_32929287-GCST90001899-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001441,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_51_32929287-GCST90001441-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001900,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_510_32929287-GCST90001900-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001901,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_511_32929287-GCST90001901-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001902,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_512_32929287-GCST90001902-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001903,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_513_32929287-GCST90001903-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001904,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_514_32929287-GCST90001904-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001905,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_515_32929287-GCST90001905-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001906,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_516_32929287-GCST90001906-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001907,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_517_32929287-GCST90001907-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001908,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_518_32929287-GCST90001908-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001909,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_519_32929287-GCST90001909-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001442,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_52_32929287-GCST90001442-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001910,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_520_32929287-GCST90001910-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001911,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_521_32929287-GCST90001911-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001912,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_522_32929287-GCST90001912-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001913,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_523_32929287-GCST90001913-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001914,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_524_32929287-GCST90001914-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001915,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_525_32929287-GCST90001915-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001916,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_526_32929287-GCST90001916-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001917,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_527_32929287-GCST90001917-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001918,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_528_32929287-GCST90001918-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001919,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_529_32929287-GCST90001919-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001443,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_53_32929287-GCST90001443-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001920,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_530_32929287-GCST90001920-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001921,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_531_32929287-GCST90001921-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001922,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_532_32929287-GCST90001922-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001923,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_533_32929287-GCST90001923-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001924,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_534_32929287-GCST90001924-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001925,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_535_32929287-GCST90001925-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001926,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_536_32929287-GCST90001926-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001927,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_537_32929287-GCST90001927-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001928,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_538_32929287-GCST90001928-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001929,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_539_32929287-GCST90001929-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001444,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_54_32929287-GCST90001444-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001930,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_540_32929287-GCST90001930-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001931,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_541_32929287-GCST90001931-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001932,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_542_32929287-GCST90001932-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001933,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_543_32929287-GCST90001933-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001934,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_544_32929287-GCST90001934-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001935,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_545_32929287-GCST90001935-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001936,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_546_32929287-GCST90001936-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001937,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_547_32929287-GCST90001937-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001938,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_548_32929287-GCST90001938-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001939,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_549_32929287-GCST90001939-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001445,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_55_32929287-GCST90001445-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001940,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_550_32929287-GCST90001940-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001941,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_551_32929287-GCST90001941-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001942,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_552_32929287-GCST90001942-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001943,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_553_32929287-GCST90001943-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001944,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_554_32929287-GCST90001944-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001945,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_555_32929287-GCST90001945-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001946,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_556_32929287-GCST90001946-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001947,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_557_32929287-GCST90001947-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001948,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_558_32929287-GCST90001948-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001949,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_559_32929287-GCST90001949-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001446,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_56_32929287-GCST90001446-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001950,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_560_32929287-GCST90001950-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001951,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_561_32929287-GCST90001951-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001952,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_562_32929287-GCST90001952-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001953,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_563_32929287-GCST90001953-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001954,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_564_32929287-GCST90001954-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001955,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_565_32929287-GCST90001955-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001956,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_566_32929287-GCST90001956-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001957,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_567_32929287-GCST90001957-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001958,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_568_32929287-GCST90001958-EFO_0007937.h.tsv.gz
