"Type","Accession","Trait","root_path","full_path"
Immune_Cell,GCST90002119,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_729_32929287-GCST90002119-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001463,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_73_32929287-GCST90001463-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002120,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_730_32929287-GCST90002120-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002121,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_731_32929287-GCST90002121-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001464,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_74_32929287-GCST90001464-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001465,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_75_32929287-GCST90001465-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001466,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_76_32929287-GCST90001466-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001467,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_77_32929287-GCST90001467-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001468,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_78_32929287-GCST90001468-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001469,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_79_32929287-GCST90001469-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001398,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_8_32929287-GCST90001398-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001470,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_80_32929287-GCST90001470-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001471,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_81_32929287-GCST90001471-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001472,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_82_32929287-GCST90001472-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001473,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_83_32929287-GCST90001473-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001474,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_84_32929287-GCST90001474-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001475,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_85_32929287-GCST90001475-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001476,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_86_32929287-GCST90001476-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001477,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_87_32929287-GCST90001477-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001478,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_88_32929287-GCST90001478-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001479,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_89_32929287-GCST90001479-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001399,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_9_32929287-GCST90001399-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001480,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_90_32929287-GCST90001480-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001481,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_91_32929287-GCST90001481-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001482,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_92_32929287-GCST90001482-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001483,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_93_32929287-GCST90001483-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001484,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_94_32929287-GCST90001484-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001485,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_95_32929287-GCST90001485-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001486,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_96_32929287-GCST90001486-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001487,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_97_32929287-GCST90001487-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001488,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_98_32929287-GCST90001488-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001489,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_99_32929287-GCST90001489-EFO_0007937.h.tsv.gz
T1D,GCST90014023,type 1 diabetes mellitus,../Data/GWAS summary stats/Original Data,T1D_34012112-GCST90014023-EFO_0001359.h.tsv.gz
